label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
again,0.8953312635421753,0.8987277746200562,-3.924708664726495e-07,0.8616799712181091,0.7734401822090149,-0.013933547772467136,0.8199739456176758,0.655332624912262,-0.0359460711479187,0.8068410754203796,0.5703949928283691,-0.05416472256183624,0.8239345550537109,0.5005533695220947,-0.07742196321487427,0.8233209252357483,0.7041452527046204,-0.07989612221717834,0.7237476110458374,0.6908395290374756,-0.10421068221330643,0.664775013923645,0.6936696171760559,-0.11872239410877228,0.6163493394851685,0.6923972368240356,-0.1300746351480484,0.8313295245170593,0.7870633602142334,-0.0881575345993042,0.7053170204162598,0.7696178555488586,-0.10895032435655594,0.6347970962524414,0.7566729187965393,-0.11725849658250809,0.5804889798164368,0.7546590566635132,-0.13024936616420746,0.8304253816604614,0.866696834564209,-0.09196656942367554,0.7257509231567383,0.842027485370636,-0.1094665676355362,0.7217256426811218,0.8224766850471497,-0.1010136604309082,0.7307261228561401,0.8120858073234558,-0.09938270598649979,0.8258407711982727,0.9292203783988953,-0.0954626277089119,0.7376890182495117,0.9123271703720093,-0.11095920205116272,0.7363548278808594,0.8917008638381958,-0.10004659742116928,0.748241126537323,0.8771562576293945,-0.09315210580825806
again,0.8906972408294678,0.8905831575393677,-3.729198851942783e-07,0.8580326437950134,0.7567158937454224,-0.013428761623799801,0.8132075667381287,0.6341655850410461,-0.033752214163541794,0.7957074046134949,0.5444943904876709,-0.050905417650938034,0.8111576437950134,0.4674091041088104,-0.0734955370426178,0.8124614953994751,0.6809013485908508,-0.07095827162265778,0.7062891721725464,0.6664873361587524,-0.0943877249956131,0.6460419297218323,0.6573804020881653,-0.11172619462013245,0.5977998971939087,0.6436331272125244,-0.1267160326242447,0.818759024143219,0.767061173915863,-0.08044524490833282,0.6867229342460632,0.7444479465484619,-0.1012110561132431,0.6134670972824097,0.7264155149459839,-0.11452542245388031,0.5558211803436279,0.716925859451294,-0.13265632092952728,0.815839946269989,0.8519235253334045,-0.08563870191574097,0.7038513422012329,0.8247224688529968,-0.10380121320486069,0.7169537544250488,0.8174230456352234,-0.0969008207321167,0.7426114678382874,0.8146804571151733,-0.0972403809428215,0.8110709190368652,0.9181746244430542,-0.09057486057281494,0.7167387008666992,0.8987736701965332,-0.10681300610303879,0.731435239315033,0.8905230760574341,-0.09478764981031418,0.7601250410079956,0.8839539885520935,-0.08766421675682068
again,0.3407118618488312,0.7535141706466675,5.331296506483341e-07,0.3689912259578705,0.6554297208786011,-0.013650166802108288,0.42475104331970215,0.5491029024124146,-0.04873545095324516,0.4475102424621582,0.4588886499404907,-0.0827559232711792,0.45256778597831726,0.3793792724609375,-0.11348939687013626,0.44044414162635803,0.5791770815849304,-0.10643982142210007,0.5688484311103821,0.5791267156600952,-0.14860086143016815,0.5480624437332153,0.5998639464378357,-0.15693804621696472,0.5111387372016907,0.6111487150192261,-0.1518612951040268,0.43618375062942505,0.6600154042243958,-0.11941885948181152,0.5902625322341919,0.6413236260414124,-0.15254858136177063,0.6595818400382996,0.6383876800537109,-0.15594571828842163,0.711052656173706,0.6406025290489197,-0.15816476941108704,0.4334818422794342,0.7414947748184204,-0.12756888568401337,0.5604808330535889,0.727439284324646,-0.15118193626403809,0.5297783017158508,0.7213991284370422,-0.12967008352279663,0.4875308871269226,0.7220300436019897,-0.11084188520908356,0.4359051585197449,0.8170551061630249,-0.13530570268630981,0.5367395877838135,0.7915310263633728,-0.1409962773323059,0.5144615173339844,0.7822991609573364,-0.11137710511684418,0.4772048890590668,0.7884460687637329,-0.08802910149097443
again,0.3779370188713074,0.7390604019165039,6.405967951650382e-07,0.40999743342399597,0.65378737449646,-0.018151024356484413,0.46086210012435913,0.5568214058876038,-0.05344134196639061,0.48080259561538696,0.479206383228302,-0.08530332893133163,0.48797738552093506,0.4083867371082306,-0.11422261595726013,0.46588560938835144,0.5821579098701477,-0.11174559593200684,0.5744756460189819,0.583480715751648,-0.1539357304573059,0.5609164834022522,0.605328381061554,-0.16562841832637787,0.530886709690094,0.6205097436904907,-0.16477802395820618,0.4586702585220337,0.6576005220413208,-0.12090297788381577,0.5892085433006287,0.648959755897522,-0.15953458845615387,0.6550226211547852,0.656751275062561,-0.168462872505188,0.7035015821456909,0.6672875881195068,-0.17483443021774292,0.4545445740222931,0.7343167066574097,-0.1246926486492157,0.5711120367050171,0.7238963842391968,-0.14983819425106049,0.5478172898292542,0.7164355516433716,-0.12916433811187744,0.5085951685905457,0.713373601436615,-0.11229780316352844,0.4563460946083069,0.8011327981948853,-0.128567174077034,0.5493013262748718,0.7786698937416077,-0.13672950863838196,0.5320296287536621,0.7708047032356262,-0.10986348241567612,0.4986666142940521,0.7763730883598328,-0.08907448500394821
again,0.34912896156311035,0.7598259449005127,5.406656100603868e-07,0.37816527485847473,0.658362865447998,-0.014950104057788849,0.43391773104667664,0.557460606098175,-0.05149371549487114,0.45732253789901733,0.46883124113082886,-0.08633318543434143,0.4597528278827667,0.3872798979282379,-0.11766676604747772,0.4598301649093628,0.5884820222854614,-0.10947360843420029,0.5874308347702026,0.5892034769058228,-0.15102142095565796,0.5638821721076965,0.607634425163269,-0.15877960622310638,0.5249135494232178,0.6153993010520935,-0.15301695466041565,0.4545993208885193,0.6694594025611877,-0.12109850347042084,0.6074332594871521,0.6530668139457703,-0.15403971076011658,0.6781979203224182,0.6502893567085266,-0.15848450362682343,0.7313676476478577,0.6501874327659607,-0.16175687313079834,0.4506821632385254,0.751112699508667,-0.12739795446395874,0.5726773738861084,0.7418954968452454,-0.14870139956474304,0.546238124370575,0.7311761975288391,-0.1279393583536148,0.5065546035766602,0.7269179821014404,-0.11046973615884781,0.45113086700439453,0.8251794576644897,-0.13344240188598633,0.5512612462043762,0.8019939661026001,-0.13624566793441772,0.5318078398704529,0.7890048027038574,-0.1058804914355278,0.4949054718017578,0.7919639348983765,-0.08254896849393845
again,0.34912896156311035,0.7598259449005127,5.406656100603868e-07,0.37816527485847473,0.658362865447998,-0.014950104057788849,0.43391773104667664,0.557460606098175,-0.05149371549487114,0.45732253789901733,0.46883124113082886,-0.08633318543434143,0.4597528278827667,0.3872798979282379,-0.11766676604747772,0.4598301649093628,0.5884820222854614,-0.10947360843420029,0.5874308347702026,0.5892034769058228,-0.15102142095565796,0.5638821721076965,0.607634425163269,-0.15877960622310638,0.5249135494232178,0.6153993010520935,-0.15301695466041565,0.4545993208885193,0.6694594025611877,-0.12109850347042084,0.6074332594871521,0.6530668139457703,-0.15403971076011658,0.6781979203224182,0.6502893567085266,-0.15848450362682343,0.7313676476478577,0.6501874327659607,-0.16175687313079834,0.4506821632385254,0.751112699508667,-0.12739795446395874,0.5726773738861084,0.7418954968452454,-0.14870139956474304,0.546238124370575,0.7311761975288391,-0.1279393583536148,0.5065546035766602,0.7269179821014404,-0.11046973615884781,0.45113086700439453,0.8251794576644897,-0.13344240188598633,0.5512612462043762,0.8019939661026001,-0.13624566793441772,0.5318078398704529,0.7890048027038574,-0.1058804914355278,0.4949054718017578,0.7919639348983765,-0.08254896849393845
again,0.3449605107307434,0.7638738751411438,4.846899628319079e-07,0.3741310238838196,0.6637974381446838,-0.016879156231880188,0.4304537773132324,0.5598629117012024,-0.05178578570485115,0.454465389251709,0.4714969992637634,-0.08507626503705978,0.4618200361728668,0.39341726899147034,-0.11484216898679733,0.45077571272850037,0.5952757000923157,-0.10336966067552567,0.5787762999534607,0.587741494178772,-0.14624199271202087,0.5558950304985046,0.6083642244338989,-0.15624140202999115,0.5167964696884155,0.6188016533851624,-0.1516737937927246,0.44717681407928467,0.6763754487037659,-0.11375173926353455,0.5988614559173584,0.6554309725761414,-0.14439409971237183,0.6658099889755249,0.6547621488571167,-0.14859652519226074,0.716342568397522,0.657261312007904,-0.15205468237400055,0.444729208946228,0.758236825466156,-0.12024807929992676,0.5667943954467773,0.7425306439399719,-0.14291541278362274,0.5377459526062012,0.7340283989906311,-0.12480977177619934,0.49650663137435913,0.7327828407287598,-0.10864967107772827,0.4466626048088074,0.8330221772193909,-0.12663601338863373,0.545879065990448,0.8067668080329895,-0.13317829370498657,0.5240111351013184,0.7963650822639465,-0.10634494572877884,0.48570212721824646,0.8015103340148926,-0.08495493233203888
again,0.3449605107307434,0.7638738751411438,4.846899628319079e-07,0.3741310238838196,0.6637974381446838,-0.016879156231880188,0.4304537773132324,0.5598629117012024,-0.05178578570485115,0.454465389251709,0.4714969992637634,-0.08507626503705978,0.4618200361728668,0.39341726899147034,-0.11484216898679733,0.45077571272850037,0.5952757000923157,-0.10336966067552567,0.5787762999534607,0.587741494178772,-0.14624199271202087,0.5558950304985046,0.6083642244338989,-0.15624140202999115,0.5167964696884155,0.6188016533851624,-0.1516737937927246,0.44717681407928467,0.6763754487037659,-0.11375173926353455,0.5988614559173584,0.6554309725761414,-0.14439409971237183,0.6658099889755249,0.6547621488571167,-0.14859652519226074,0.716342568397522,0.657261312007904,-0.15205468237400055,0.444729208946228,0.758236825466156,-0.12024807929992676,0.5667943954467773,0.7425306439399719,-0.14291541278362274,0.5377459526062012,0.7340283989906311,-0.12480977177619934,0.49650663137435913,0.7327828407287598,-0.10864967107772827,0.4466626048088074,0.8330221772193909,-0.12663601338863373,0.545879065990448,0.8067668080329895,-0.13317829370498657,0.5240111351013184,0.7963650822639465,-0.10634494572877884,0.48570212721824646,0.8015103340148926,-0.08495493233203888
again,0.34786686301231384,0.7508438229560852,7.197948548309796e-07,0.3808361291885376,0.6590777635574341,-0.020619221031665802,0.43348485231399536,0.5583403706550598,-0.05980215221643448,0.4545653164386749,0.47570791840553284,-0.09528061747550964,0.4628109037876129,0.40002521872520447,-0.12811218202114105,0.43800660967826843,0.5834075808525085,-0.12563195824623108,0.5563051700592041,0.5972424745559692,-0.17366856336593628,0.5513514876365662,0.6270607709884644,-0.18618309497833252,0.5238006114959717,0.6491033434867859,-0.1839565485715866,0.4289734959602356,0.6641609072685242,-0.13582740724086761,0.5720093250274658,0.6537452936172485,-0.1781587451696396,0.6431360840797424,0.6544839143753052,-0.1867453008890152,0.6924679279327393,0.6613051891326904,-0.19195596873760223,0.42409926652908325,0.7481029033660889,-0.14019674062728882,0.5496500730514526,0.7401790022850037,-0.17124980688095093,0.525199830532074,0.7309187650680542,-0.15097512304782867,0.4833775460720062,0.7284743189811707,-0.13222365081310272,0.426180899143219,0.8227521777153015,-0.14436975121498108,0.524941086769104,0.8024313449859619,-0.15608182549476624,0.5055428743362427,0.7906266450881958,-0.1285773366689682,0.46978703141212463,0.7940827012062073,-0.1059960350394249
again,0.34786686301231384,0.7508438229560852,7.197948548309796e-07,0.3808361291885376,0.6590777635574341,-0.020619221031665802,0.43348485231399536,0.5583403706550598,-0.05980215221643448,0.4545653164386749,0.47570791840553284,-0.09528061747550964,0.4628109037876129,0.40002521872520447,-0.12811218202114105,0.43800660967826843,0.5834075808525085,-0.12563195824623108,0.5563051700592041,0.5972424745559692,-0.17366856336593628,0.5513514876365662,0.6270607709884644,-0.18618309497833252,0.5238006114959717,0.6491033434867859,-0.1839565485715866,0.4289734959602356,0.6641609072685242,-0.13582740724086761,0.5720093250274658,0.6537452936172485,-0.1781587451696396,0.6431360840797424,0.6544839143753052,-0.1867453008890152,0.6924679279327393,0.6613051891326904,-0.19195596873760223,0.42409926652908325,0.7481029033660889,-0.14019674062728882,0.5496500730514526,0.7401790022850037,-0.17124980688095093,0.525199830532074,0.7309187650680542,-0.15097512304782867,0.4833775460720062,0.7284743189811707,-0.13222365081310272,0.426180899143219,0.8227521777153015,-0.14436975121498108,0.524941086769104,0.8024313449859619,-0.15608182549476624,0.5055428743362427,0.7906266450881958,-0.1285773366689682,0.46978703141212463,0.7940827012062073,-0.1059960350394249
